Request DOC-ID,Date Posted,Date Received,10-Digit HTS,6-Digit HTS,BEC-Code,BEC-Description,Submitter LastName,Submitter FirstName,Organisation Name,Product Title,Approved,Denied,Pending
USTR-2018-0032-1335,12/18/2018,12/17/2018,8543709960,854370,41,Capital,Enslen,Alan,Radio Systems Corporation,dog training collar,1,0,0
USTR-2018-0032-1336,12/18/2018,12/17/2018,8543709960,854370,41,Capital,Enslen,Alan,Radio Systems Corporation,dog training collar,1,0,0
USTR-2018-0032-1337,12/18/2018,12/17/2018,8543709960,854370,41,Capital,Enslen,Alan,Radio Systems Corporation,dog training collar,1,0,0
USTR-2018-0032-1338,12/18/2018,12/17/2018,8543709960,854370,41,Capital,Enslen,Alan,Radio Systems Corporation,dog training collar,1,0,0
USTR-2018-0032-1339,12/18/2018,12/17/2018,8543709960,854370,41,Capital,Enslen,Alan,Radio Systems Corporation,replacement transmitter,1,0,0
USTR-2018-0032-1340,12/18/2018,12/17/2018,8543709960,854370,41,Capital,Enslen,Alan,Radio Systems Corporation,dog training collar,1,0,0
USTR-2018-0032-1341,12/18/2018,12/17/2018,8543709960,854370,41,Capital,Enslen,Alan,Radio Systems Corporation,dog training collar kit,1,0,0
USTR-2018-0032-1342,12/18/2018,12/17/2018,8543709960,854370,41,Capital,Enslen,Alan,Radio Systems Corporation,wireless pet fence kit,1,0,0
USTR-2018-0032-1343,12/18/2018,12/17/2018,8543709960,854370,41,Capital,Enslen,Alan,Radio Systems Corporation,wireless pet fence kit,1,0,0
USTR-2018-0032-1344,12/18/2018,12/17/2018,8544492000,854449,22,Intermediate,Enslen,Alan,Radio Systems Corporation,boundary marker,1,0,0
USTR-2018-0032-1345,12/18/2018,12/17/2018,8543709960,854370,41,Capital,Enslen,Alan,Radio Systems Corporation,dog training collar,0,1,0
USTR-2018-0032-1346,12/18/2018,12/17/2018,8543709960,854370,41,Capital,Enslen,Alan,Radio Systems Corporation,in-ground pet fence kit,0,1,0
USTR-2018-0032-1347,12/18/2018,12/17/2018,8543709960,854370,41,Capital,Enslen,Alan,Radio Systems Corporation,dog training collar,0,1,0
USTR-2018-0032-1348,12/18/2018,12/17/2018,8543709960,854370,41,Capital,Enslen,Alan,Radio Systems Corporation,dog training collar,0,1,0
USTR-2018-0032-1349,12/18/2018,12/14/2018,8543709940,854370,41,Capital,Martelli,Frank,"Kretek International, Inc.",rechargeable vaporizer,0,1,0
USTR-2018-0032-1354,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1355,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1356,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1357,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1358,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1359,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1360,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1361,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1362,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1363,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1364,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1365,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1366,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1367,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1368,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1369,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1370,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1371,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1372,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1373,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1374,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1375,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1376,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1377,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1378,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1379,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1380,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1381,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1382,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1383,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1387,12/19/2018,12/14/2018,8543709960,854370,41,Capital,Enslen,Alan,Radio Systems Corporation,dog training collar kit,0,1,0
USTR-2018-0032-1388,12/19/2018,12/14/2018,8543709960,854370,41,Capital,Enslen,Alan,Radio Systems Corporation,hunting dog trainer kit,0,1,0
USTR-2018-0032-1389,12/19/2018,12/14/2018,8543709960,854370,41,Capital,Enslen,Alan,Radio Systems Corporation,in-ground pet fence kit,0,1,0
USTR-2018-0032-1390,12/19/2018,12/14/2018,8543709960,854370,41,Capital,Enslen,Alan,Radio Systems Corporation,dog training collar,0,1,0
USTR-2018-0032-1391,12/19/2018,12/14/2018,8543709960,854370,41,Capital,Enslen,Alan,Radio Systems Corporation,pet training deterrent mat,0,1,0
USTR-2018-0032-1392,12/19/2018,12/17/2018,8543709960,854370,41,Capital,Enslen,Alan,Radio Systems Corporation,dog training collar,0,1,0
USTR-2018-0032-1393,12/19/2018,12/17/2018,8543709960,854370,41,Capital,Enslen,Alan,Radio Systems Corporation,in-ground pet fence kit,0,1,0
USTR-2018-0032-1394,12/19/2018,12/17/2018,8543709960,854370,41,Capital,Enslen,Alan,Radio Systems Corporation,dog training collar,0,1,0
USTR-2018-0032-1395,12/19/2018,12/17/2018,8543709960,854370,41,Capital,Enslen,Alan,Radio Systems Corporation,dog training collar,0,1,0
USTR-2018-0032-1396,12/19/2018,12/14/2018,3919901000,391990,22,Intermediate,Dyer,Kevin,Avery-Dennison Corporation,reflective solutions,0,1,0
USTR-2018-0032-1397,12/19/2018,12/14/2018,3920100000,392010,22,Intermediate,Salmon,Brad,C.H. Hanson Co,polyethylene thin strip,0,1,0
USTR-2018-0032-1398,12/19/2018,12/14/2018,8465950055,846595,41,Capital,Salmon,Brad,C.H. Hanson Co,small basic drill press,0,1,0
USTR-2018-0032-1399,12/19/2018,12/14/2018,8465950091,846595,41,Capital,Salmon,Brad,C.H. Hanson Co,small basic drill press,0,1,0
USTR-2018-0032-1400,12/19/2018,12/14/2018,8466308000,846630,42,Intermediate,Salmon,Brad,C.H. Hanson Co,small inexpensive material holding stand,0,1,0
USTR-2018-0032-1401,12/19/2018,12/14/2018,8607193090,860719,53,Intermediate,Li,Jing,CRRC MA Corporation,anti-roll bar,0,1,0
USTR-2018-0032-1402,12/19/2018,12/14/2018,8607193090,860719,53,Intermediate,Li,Jing,CRRC MA Corporation,journal box,0,1,0
USTR-2018-0032-1403,12/19/2018,12/14/2018,8501106060,850110,41,Capital,Walsh,Brian,DOGA USA Corporation,electric motor and generator,0,1,0
USTR-2018-0032-1404,12/19/2018,12/14/2018,8501106060,850110,41,Capital,Walsh,Brian,DOGA USA Corporation,electric motor and generator,0,1,0
USTR-2018-0032-1405,12/19/2018,12/14/2018,8501106060,850110,41,Capital,Walsh,Brian,DOGA USA Corporation,electric motor and generator,0,1,0
USTR-2018-0032-1406,12/19/2018,12/14/2018,8501106060,850110,41,Capital,Walsh,Brian,DOGA USA Corporation,electric motor and generator,0,1,0
USTR-2018-0032-1407,12/19/2018,12/14/2018,8501106060,850110,41,Capital,Walsh,Brian,DOGA USA Corporation,electric motor and generator,0,1,0
USTR-2018-0032-1408,12/19/2018,12/14/2018,8501106060,850110,41,Capital,Walsh,Brian,DOGA USA Corporation,electric motor and generator,0,1,0
USTR-2018-0032-1409,12/19/2018,12/14/2018,8501106060,850110,41,Capital,Walsh,Brian,DOGA USA Corporation,electric motor and generator,0,1,0
USTR-2018-0032-1410,12/19/2018,12/14/2018,8501106060,850110,41,Capital,Walsh,Brian,DOGA USA Corporation,electric motor and generator,0,1,0
USTR-2018-0032-1411,12/19/2018,12/14/2018,8501106060,850110,41,Capital,Walsh,Brian,DOGA USA Corporation,electric motor and generator,0,1,0
USTR-2018-0032-1412,12/19/2018,12/14/2018,8501106060,850110,41,Capital,Walsh,Brian,DOGA USA Corporation,electric motor and generator,0,1,0
USTR-2018-0032-1413,12/19/2018,12/14/2018,8501106060,850110,41,Capital,Walsh,Brian,DOGA USA Corporation,electric motor and generator,0,1,0
USTR-2018-0032-1414,12/19/2018,12/14/2018,8501106060,850110,41,Capital,Walsh,Brian,DOGA USA Corporation,electric motor and generator,0,1,0
USTR-2018-0032-1415,12/19/2018,12/14/2018,8501106060,850110,41,Capital,Walsh,Brian,DOGA USA Corporation,electric motor and generator,0,1,0
USTR-2018-0032-1416,12/19/2018,12/14/2018,8501106060,850110,41,Capital,Walsh,Brian,DOGA USA Corporation,electric motor and generator,0,1,0
USTR-2018-0032-1417,12/19/2018,12/14/2018,9029908080,902990,42,Intermediate,Kumari,Sneha,"Barksdale, Inc.",assembly,0,1,0
USTR-2018-0032-1418,12/19/2018,12/14/2018,8536308000,853630,42,Intermediate,Laliberte,Ken,Tower Manufacturing Corporation,electrical safety device,1,0,0
USTR-2018-0032-1419,12/19/2018,12/14/2018,7308909590,730890,22,Intermediate,Mosser,Chris,Shimmick & CEC JV,steel plate assembly,1,0,0
USTR-2018-0032-1420,12/19/2018,12/14/2018,8501524000,850152,41,Capital,Roberts,Daniel,"MAHLE Filter Systems North America, Inc.",AC motor,0,1,0
USTR-2018-0032-1421,12/19/2018,12/14/2018,8501322000,850132,41,Capital,Roberts,Daniel,"MAHLE Filter Systems North America, Inc.",DC motor,1,0,0
USTR-2018-0032-1422,12/19/2018,12/14/2018,3921121100,392112,22,Intermediate,Richter,Robert,"Kasai North America, Inc.",PVC laminate,0,1,0
USTR-2018-0032-1423,12/19/2018,12/14/2018,3920435000,392043,22,Intermediate,Richter,Robert,"Kasai North America, Inc.",PVC laminate,0,1,0
USTR-2018-0032-1424,12/19/2018,12/14/2018,8543709960,854370,41,Capital,Chase,Clifford,Fractal Audio Systems LLC,metal and plastic chassis,0,1,0
USTR-2018-0032-1425,12/19/2018,12/14/2018,8501106060,850110,41,Capital,Walsh,Brian,DOGA USA Corporation,electric motor and generator,0,1,0
USTR-2018-0032-1426,12/19/2018,12/14/2018,8711600000,871160,522,Consumption,Francis,Kenneth,Burromax LLC,electric motorcycle,1,0,0
USTR-2018-0032-1427,12/19/2018,12/14/2018,3909505000,390950,22,Intermediate,Sweeney,Matt,Axalta Coating Systems LLC,polyisocyanate polymer,0,1,0
USTR-2018-0032-1428,12/19/2018,12/14/2018,3916901000,391690,22,Intermediate,Scheer,David,ECM Industries LLC,glow-in-the-dark plastic rod,0,1,0
USTR-2018-0032-1429,12/19/2018,12/14/2018,3916901000,391690,22,Intermediate,Scheer,David,ECM Industries LLC,plastic fishing rod,0,1,0
USTR-2018-0032-1430,12/19/2018,12/14/2018,3916901000,391690,22,Intermediate,Scheer,David,ECM Industries LLC,plastic fishing rod,0,1,0
USTR-2018-0032-1431,12/19/2018,12/14/2018,8543709960,854370,41,Capital,Enslen,Alan,Radio Systems Corporation,dog training collar,1,0,0
USTR-2018-0032-1432,12/19/2018,12/14/2018,8543709960,854370,41,Capital,Enslen,Alan,Radio Systems Corporation,dog training collar,0,1,0
USTR-2018-0032-1433,12/19/2018,12/14/2018,8543709960,854370,41,Capital,Enslen,Alan,Radio Systems Corporation,hunting dog trainer kit,1,0,0
USTR-2018-0032-1434,12/19/2018,12/14/2018,8543709960,854370,41,Capital,Enslen,Alan,Radio Systems Corporation,dog training collar kit,1,0,0
USTR-2018-0032-1435,12/19/2018,12/14/2018,8543709960,854370,41,Capital,Enslen,Alan,Radio Systems Corporation,dog training collar,1,0,0
USTR-2018-0032-1436,12/19/2018,12/14/2018,8543709960,854370,41,Capital,Enslen,Alan,Radio Systems Corporation,dog training collar kit,1,0,0
USTR-2018-0032-1437,12/19/2018,12/14/2018,8543709960,854370,41,Capital,Enslen,Alan,Radio Systems Corporation,radio pet fence kit,1,0,0
USTR-2018-0032-1438,12/19/2018,12/14/2018,8543709960,854370,41,Capital,Enslen,Alan,Radio Systems Corporation,in-ground pet fence kit,1,0,0
USTR-2018-0032-1439,12/19/2018,12/14/2018,8543709960,854370,41,Capital,Enslen,Alan,Radio Systems Corporation,dog training collar kit,1,0,0
USTR-2018-0032-1440,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1441,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1442,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1443,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1444,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1445,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1446,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1447,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1448,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1449,12/19/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1450,12/20/2018,12/17/2018,8501106060,850110,41,Capital,Walsh,Brian,DOGA USA Corporation,electric motor and generator,0,1,0
USTR-2018-0032-1451,12/20/2018,12/17/2018,8501106060,850110,41,Capital,Walsh,Brian,DOGA USA Corporation,electric motor and generator,0,1,0
USTR-2018-0032-1452,12/20/2018,12/17/2018,8501106060,850110,41,Capital,Walsh,Brian,DOGA USA Corporation,electric motor and generator,0,1,0
USTR-2018-0032-1453,12/20/2018,12/17/2018,8501106060,850110,41,Capital,Walsh,Brian,DOGA USA Corporation,electric motor and generator,0,1,0
USTR-2018-0032-1454,12/20/2018,12/17/2018,8501106060,850110,41,Capital,Walsh,Brian,DOGA USA Corporation,electric motor and generator,0,1,0
USTR-2018-0032-1455,12/20/2018,12/17/2018,8501106060,850110,41,Capital,Walsh,Brian,DOGA USA Corporation,electric motor and generator,0,1,0
USTR-2018-0032-1456,12/20/2018,12/17/2018,8501106060,850110,41,Capital,Walsh,Brian,DOGA USA Corporation,electric motor and generator,0,1,0
USTR-2018-0032-1457,12/20/2018,12/17/2018,8501106060,850110,41,Capital,Walsh,Brian,DOGA USA Corporation,electric motor and generator,0,1,0
USTR-2018-0032-1458,12/20/2018,12/17/2018,8501106060,850110,41,Capital,Walsh,Brian,DOGA USA Corporation,electric motor and generator,0,1,0
USTR-2018-0032-1459,12/20/2018,12/17/2018,8501106060,850110,41,Capital,Walsh,Brian,DOGA USA Corporation,electric motor and generator,0,1,0
USTR-2018-0032-1460,12/20/2018,12/17/2018,8501106060,850110,41,Capital,Walsh,Brian,DOGA USA Corporation,electric motor and generator,0,1,0
USTR-2018-0032-1461,12/20/2018,12/17/2018,8501106060,850110,41,Capital,Walsh,Brian,DOGA USA Corporation,electric motor and generator,0,1,0
USTR-2018-0032-1462,12/20/2018,12/17/2018,8501106060,850110,41,Capital,Walsh,Brian,DOGA USA Corporation,electric motor and generator,0,1,0
USTR-2018-0032-1463,12/20/2018,12/17/2018,8501106060,850110,41,Capital,Walsh,Brian,DOGA USA Corporation,electric motor and generator,0,1,0
USTR-2018-0032-1464,12/20/2018,12/17/2018,8501106060,850110,41,Capital,Walsh,Brian,DOGA USA Corporation,electric motor and generator,0,1,0
USTR-2018-0032-1465,12/20/2018,12/14/2018,9001100030,900110,22,Intermediate,Mcphee,Gordon,"Ocean Optics, Inc.",fiber optic cable assembly,0,1,0
USTR-2018-0032-1466,12/20/2018,12/14/2018,9001100030,900110,22,Intermediate,Mcphee,Gordon,"Ocean Optics, Inc.",fiber optic cable assembly,0,1,0
USTR-2018-0032-1467,12/20/2018,12/14/2018,8501524000,850152,41,Capital,Areste,Christy,"Grainger International, Inc.",washdown motor,0,1,0
USTR-2018-0032-1468,12/20/2018,12/14/2018,8501524000,850152,41,Capital,Areste,Christy,"Grainger International, Inc.",general purpose motor,0,1,0
USTR-2018-0032-1469,12/20/2018,12/15/2018,8541100050,854110,42,Intermediate,Vandevert,Paul,"GHSP, Inc.",diode,0,1,0
USTR-2018-0032-1470,12/20/2018,12/15/2018,8542900000,854290,42,Intermediate,Vandevert,Paul,"GHSP, Inc.",hybrid integrated circuit,0,1,0
USTR-2018-0032-1471,12/20/2018,12/14/2018,3917290090,391729,22,Intermediate,Scheer,David,ECM Industries LLC,black spiral wrap,1,0,0
USTR-2018-0032-1472,12/20/2018,12/14/2018,3917290090,391729,22,Intermediate,Scheer,David,ECM Industries LLC,spiral wrap assortment,0,1,0
USTR-2018-0032-1473,12/20/2018,12/14/2018,3917290090,391729,22,Intermediate,Scheer,David,ECM Industries LLC,clear spiral wire wrap,0,1,0
USTR-2018-0032-1474,12/20/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,fluorine gas generator,0,1,0
USTR-2018-0032-1475,12/20/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,fluorine gas generator,0,1,0
USTR-2018-0032-1476,12/20/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1477,12/20/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1478,12/20/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1479,12/20/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1480,12/20/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1481,12/20/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1482,12/20/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1483,12/20/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1484,12/20/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1485,12/20/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1486,12/20/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1487,12/20/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1488,12/20/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1489,12/20/2018,12/16/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1490,12/20/2018,12/16/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1491,12/20/2018,12/16/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1492,12/20/2018,12/16/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1493,12/20/2018,12/16/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1494,12/20/2018,12/16/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1495,12/20/2018,12/16/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1496,12/20/2018,12/16/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1497,12/20/2018,12/17/2018,3910000000,391000,22,Intermediate,Havey,Susan,"New NGC, Inc.",silicone fluid,0,1,0
USTR-2018-0032-1498,12/20/2018,12/16/2018,9025198080,902519,41,Capital,Marx,Aaron,"Metal Fusion, Inc.",thermometer,0,1,0
USTR-2018-0032-1499,12/20/2018,12/16/2018,3908907000,390890,22,Intermediate,Mcsheehy,Brendan,"Universal Fibers, Inc.",polyamide 56,0,1,0
USTR-2018-0032-1500,12/20/2018,12/17/2018,8501314000,850131,41,Capital,Gregory,Susan,"Graco Minnesota, Inc.",DC motor,0,1,0
USTR-2018-0032-1501,12/20/2018,12/17/2018,8501322000,850132,41,Capital,Gregory,Susan,"Graco Minnesota, Inc.",DC motor,0,1,0
USTR-2018-0032-1502,12/20/2018,12/17/2018,3917320050,391732,22,Intermediate,Williamson,Greg,CamelBak Products LLC,drinking straw,0,1,0
USTR-2018-0032-1503,12/20/2018,12/16/2018,8432420000,843242,41,Capital,Schmidt,David,Brinly Hardy Co,broadcast spreader,0,1,0
USTR-2018-0032-1504,12/21/2018,12/16/2018,8432420000,843242,41,Capital,Schmidt,David,Brinly Hardy Co,drop spreader,0,1,0
USTR-2018-0032-1505,12/21/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1506,12/21/2018,12/15/2018,8486200000,848620,41,Capital,Carrel,Jason,Lam Research Corporation,radio frequency generator,0,1,0
USTR-2018-0032-1507,12/21/2018,12/15/2018,8542310001,854231,7,Unspecified,Hohmann,Diana,"NXP USA, Inc.",microcontroller,0,1,0
USTR-2018-0032-1508,12/21/2018,12/16/2018,8432420000,843242,41,Capital,Schmidt,David,Brinly Hardy Co,spreader,1,0,0
USTR-2018-0032-1509,12/21/2018,12/16/2018,8432390000,843239,41,Capital,Schmidt,David,Brinly Hardy Co,push spreader parts,0,1,0
USTR-2018-0032-1510,12/21/2018,12/16/2018,8432420000,843242,41,Capital,Schmidt,David,Brinly Hardy Co,winter ice melt spreader,0,1,0
USTR-2018-0032-1511,12/21/2018,12/17/2018,8542310001,854231,7,Unspecified,Hohmann,Diana,"NXP USA, Inc.",microcontroller,0,1,0
USTR-2018-0032-1512,12/21/2018,12/18/2018,8542390001,854239,21,Intermediate,Hohmann,Diana,"NXP USA, Inc.",chip device,0,1,0
USTR-2018-0032-1513,12/21/2018,12/18/2018,8542390001,854239,7,Unspecified,Hohmann,Diana,"NXP USA, Inc.",integrated circuit,0,1,0
USTR-2018-0032-1514,12/21/2018,12/18/2018,8542390001,854239,7,Unspecified,Hohmann,Diana,"NXP USA, Inc.",interface device,0,1,0
USTR-2018-0032-1515,12/21/2018,12/16/2018,8542310001,854231,7,Unspecified,Hohmann,Diana,"NXP USA, Inc.",microcontroller,0,1,0
USTR-2018-0032-1516,12/21/2018,12/16/2018,8542310001,854231,7,Unspecified,Hohmann,Diana,"NXP USA, Inc.",microcontroller,0,1,0
USTR-2018-0032-1517,12/21/2018,12/18/2018,8542310001,854231,7,Unspecified,Hohmann,Diana,"NXP USA, Inc.",microcontroller,0,1,0
USTR-2018-0032-1518,12/21/2018,12/18/2018,8542310001,854231,7,Unspecified,Hohmann,Diana,"NXP USA, Inc.",microcontroller,0,1,0
USTR-2018-0032-1519,12/21/2018,12/16/2018,8542310001,854231,7,Unspecified,Hohmann,Diana,"NXP USA, Inc.",microcontroller,0,1,0
USTR-2018-0032-1520,12/21/2018,12/17/2018,8424899000,842489,41,Capital,Cannistra,Daniel,"Nissan North America, Inc.",nozzle assembly headlamp cleaner,0,1,0
USTR-2018-0032-1522,12/21/2018,12/17/2018,8424899000,842489,41,Capital,Cannistra,Daniel,"Nissan North America, Inc.",nozzle assembly headlamp cleaner,0,1,0
USTR-2018-0032-1523,12/21/2018,12/17/2018,8486400020,848640,41,Capital,Porter,Daniel,"LG Electronics USA, Inc.",auto frame machine,0,1,0
USTR-2018-0032-1524,12/21/2018,12/17/2018,8486400030,848640,41,Capital,Porter,Daniel,"LG Electronics USA, Inc.",auto sorter,0,1,0
USTR-2018-0032-1525,12/21/2018,12/17/2018,8486400030,848640,41,Capital,Porter,Daniel,"LG Electronics USA, Inc.",hardening sealant machine,0,1,0
USTR-2018-0032-1526,12/21/2018,12/17/2018,8486400020,848640,41,Capital,Porter,Daniel,"LG Electronics USA, Inc.",laminator,0,1,0
